energy_kev,no_cut_counts_per_1kev,score_ge_threshold_counts_per_1kev
1515.5,228,150
1516.5,199,120
1517.5,143,80
1518.5,162,97
1519.5,179,115
1520.5,161,105
1521.5,149,85
1522.5,176,95
1523.5,165,93
1524.5,159,87
1525.5,154,101
1526.5,153,84
1527.5,138,88
1528.5,168,102
1529.5,176,116
1530.5,188,112
1531.5,155,89
1532.5,165,90
1533.5,142,99
1534.5,166,89
1535.5,155,84
1536.5,178,95
1537.5,168,98
1538.5,183,102
1539.5,157,99
1540.5,179,101
1541.5,143,82
1542.5,139,83
1543.5,155,84
1544.5,157,86
1545.5,151,73
1546.5,166,89
1547.5,134,75
1548.5,168,102
1549.5,141,82
1550.5,178,107
1551.5,170,94
1552.5,155,94
1553.5,161,100
1554.5,157,93
1555.5,158,87
1556.5,227,145
1557.5,230,144
1558.5,237,163
1559.5,221,127
1560.5,168,98
1561.5,163,103
1562.5,172,110
1563.5,162,103
1564.5,158,96
1565.5,147,82
1566.5,162,102
1567.5,167,96
1568.5,141,71
1569.5,147,85
1570.5,149,88
1571.5,139,75
1572.5,171,104
1573.5,165,98
1574.5,168,107
1575.5,183,111
1576.5,167,98
1577.5,207,136
1578.5,239,147
1579.5,359,257
1580.5,382,269
1581.5,397,294
1582.5,345,247
1583.5,303,205
1584.5,328,202
1585.5,479,322
1586.5,849,633
1587.5,1377,1041
1588.5,1612,1227
1589.5,1512,1089
1590.5,1259,816
1591.5,1176,622
1592.5,1324,644
1593.5,1182,560
1594.5,811,405
1595.5,483,249
1596.5,277,148
1597.5,204,110
1598.5,173,96
1599.5,171,102
1600.5,149,73
1601.5,166,84
1602.5,174,100
1603.5,168,103
1604.5,180,95
1605.5,182,98
1606.5,163,99
1607.5,198,117
1608.5,172,100
1609.5,187,109
1610.5,169,100
1611.5,173,110
1612.5,191,129
1613.5,181,109
1614.5,173,100
1615.5,188,102
1616.5,187,126
1617.5,289,177
1618.5,443,322
1619.5,719,539
1620.5,829,634
1621.5,727,564
1622.5,574,441
1623.5,404,295
1624.5,340,234
1625.5,287,208
1626.5,289,182
1627.5,366,258
1628.5,492,362
1629.5,698,534
1630.5,891,688
1631.5,733,570
1632.5,540,406
1633.5,314,210
1634.5,252,148
1635.5,234,146
1636.5,282,194
1637.5,332,230
1638.5,324,224
1639.5,298,205
1640.5,223,141
1641.5,173,128
1642.5,170,111
1643.5,150,82
1644.5,158,83
1645.5,155,91
1646.5,159,90
1647.5,164,102
1648.5,153,82
1649.5,168,109
1650.5,187,109
1651.5,168,88
1652.5,170,106
1653.5,199,119
1654.5,153,92
1655.5,174,95
1656.5,160,95
1657.5,182,100
1658.5,144,81
1659.5,181,110
1660.5,175,101
1661.5,172,111
1662.5,187,113
1663.5,208,129
1664.5,224,140
1665.5,255,167
1666.5,251,160
1667.5,218,130
1668.5,225,128
1669.5,151,86
1670.5,160,97
1671.5,176,95
1672.5,161,93
1673.5,158,94
1674.5,168,94
1675.5,169,91
1676.5,187,111
1677.5,245,147
1678.5,208,136
1679.5,177,108
1680.5,197,112
1681.5,187,99
1682.5,197,105
1683.5,185,111
1684.5,218,133
1685.5,198,133
1686.5,217,134
1687.5,174,111
1688.5,204,125
1689.5,165,87
1690.5,166,105
1691.5,168,85
1692.5,177,103
1693.5,151,97
1694.5,143,95
1695.5,173,96
1696.5,157,90
1697.5,180,94
1698.5,168,104
1699.5,168,101
1700.5,174,102
1701.5,191,124
1702.5,187,117
1703.5,181,98
1704.5,191,111
1705.5,156,99
1706.5,181,98
1707.5,170,96
1708.5,181,103
1709.5,180,101
1710.5,172,104
1711.5,168,89
1712.5,166,94
1713.5,182,98
1714.5,167,95
1715.5,178,103
1716.5,181,103
1717.5,180,100
1718.5,166,106
1719.5,205,120
1720.5,175,99
1721.5,146,81
1722.5,184,117
1723.5,169,88
1724.5,164,99
1725.5,190,106
1726.5,175,101
1727.5,147,92
1728.5,163,94
1729.5,171,102
1730.5,179,103
1731.5,161,100
1732.5,166,97
1733.5,169,105
1734.5,182,103
1735.5,170,95
1736.5,164,94
1737.5,153,85
1738.5,168,96
1739.5,168,96
1740.5,177,115
1741.5,175,111
1742.5,173,104
1743.5,164,95
1744.5,166,102
1745.5,163,106
1746.5,166,92
1747.5,170,106
1748.5,166,97
1749.5,165,91
1750.5,153,93
1751.5,162,97
1752.5,163,85
1753.5,160,100
1754.5,157,96
1755.5,192,111
1756.5,187,119
1757.5,169,98
1758.5,169,103
1759.5,196,109
1760.5,180,101
1761.5,180,107
1762.5,219,136
1763.5,198,124
1764.5,182,104
1765.5,199,115
1766.5,179,100
1767.5,186,112
1768.5,183,102
1769.5,154,86
1770.5,180,101
1771.5,161,81
1772.5,160,92
1773.5,197,114
1774.5,186,118
1775.5,155,96
1776.5,174,102
1777.5,168,103
1778.5,175,102
1779.5,180,94
1780.5,175,110
1781.5,156,96
1782.5,200,111
1783.5,157,88
1784.5,181,105
1785.5,182,106
1786.5,172,110
1787.5,160,99
1788.5,181,103
1789.5,168,90
1790.5,183,97
1791.5,177,116
1792.5,172,103
1793.5,178,109
1794.5,201,108
1795.5,153,90
1796.5,185,110
1797.5,166,102
1798.5,153,98
1799.5,183,110
1800.5,173,106
1801.5,197,123
1802.5,180,110
1803.5,189,116
1804.5,203,116
1805.5,230,153
1806.5,192,122
1807.5,219,135
1808.5,177,99
1809.5,171,100
1810.5,173,91
1811.5,146,86
1812.5,182,115
1813.5,189,110
1814.5,173,101
1815.5,179,112
1816.5,196,119
1817.5,162,95
1818.5,170,102
1819.5,178,111
1820.5,191,124
1821.5,213,129
1822.5,190,125
1823.5,176,101
1824.5,145,88
1825.5,183,112
1826.5,187,111
1827.5,173,97
1828.5,197,114
1829.5,192,110
1830.5,191,108
1831.5,181,113
1832.5,176,107
1833.5,184,126
1834.5,176,102
1835.5,183,95
1836.5,200,124
1837.5,179,114
1838.5,175,111
1839.5,184,109
1840.5,198,131
1841.5,223,132
1842.5,205,116
1843.5,201,115
1844.5,180,98
1845.5,160,101
1846.5,179,104
1847.5,166,97
1848.5,203,140
1849.5,175,108
1850.5,183,112
1851.5,185,120
1852.5,159,103
1853.5,192,118
1854.5,173,105
1855.5,163,92
1856.5,201,112
1857.5,196,112
1858.5,166,108
1859.5,208,118
1860.5,173,96
1861.5,177,103
1862.5,177,105
1863.5,182,110
1864.5,209,133
1865.5,210,118
1866.5,182,106
1867.5,185,100
1868.5,186,124
1869.5,218,105
1870.5,182,120
1871.5,165,101
1872.5,195,123
1873.5,183,110
1874.5,182,118
1875.5,202,123
1876.5,227,146
1877.5,192,108
1878.5,211,122
1879.5,198,118
1880.5,186,122
1881.5,214,120
1882.5,176,106
1883.5,211,134
1884.5,232,138
1885.5,222,138
1886.5,232,136
1887.5,213,131
1888.5,191,122
1889.5,191,115
1890.5,204,124
1891.5,201,119
1892.5,213,121
1893.5,181,109
1894.5,185,98
1895.5,215,122
1896.5,198,116
1897.5,216,150
1898.5,181,100
1899.5,208,125
1900.5,187,119
1901.5,198,129
1902.5,184,121
1903.5,198,123
1904.5,211,135
1905.5,191,105
1906.5,167,98
1907.5,196,120
1908.5,187,117
1909.5,217,133
1910.5,209,113
1911.5,183,118
1912.5,198,112
1913.5,200,124
1914.5,205,116
1915.5,203,118
1916.5,197,121
1917.5,202,130
1918.5,191,120
1919.5,202,124
1920.5,234,156
1921.5,204,122
1922.5,224,151
1923.5,191,121
1924.5,192,111
1925.5,199,134
1926.5,186,124
1927.5,204,118
1928.5,192,127
1929.5,226,134
1930.5,206,111
1931.5,211,131
1932.5,198,130
1933.5,198,126
1934.5,187,101
1935.5,180,104
1936.5,169,103
1937.5,171,105
1938.5,192,119
1939.5,194,110
1940.5,187,123
1941.5,209,131
1942.5,191,125
1943.5,203,134
1944.5,207,128
1945.5,188,105
1946.5,176,101
1947.5,184,116
1948.5,217,140
1949.5,170,101
1950.5,218,143
1951.5,208,134
1952.5,179,119
1953.5,183,118
1954.5,198,110
1955.5,186,124
1956.5,175,109
1957.5,184,100
1958.5,182,111
1959.5,187,114
1960.5,191,114
1961.5,192,113
1962.5,196,120
1963.5,199,132
1964.5,199,112
1965.5,219,137
1966.5,192,112
1967.5,189,101
1968.5,182,111
1969.5,184,122
1970.5,209,141
1971.5,191,107
1972.5,196,121
1973.5,190,104
1974.5,166,107
1975.5,193,112
1976.5,191,124
1977.5,203,122
1978.5,186,122
1979.5,161,105
1980.5,201,131
1981.5,216,154
1982.5,181,116
1983.5,208,123
1984.5,196,116
1985.5,192,121
1986.5,179,107
1987.5,210,126
1988.5,174,111
1989.5,179,101
1990.5,219,121
1991.5,194,121
1992.5,187,112
1993.5,178,100
1994.5,186,108
1995.5,191,117
1996.5,195,122
1997.5,169,97
1998.5,178,120
1999.5,179,106
2000.5,178,107
2001.5,195,114
2002.5,214,126
2003.5,163,108
2004.5,185,107
2005.5,188,115
2006.5,185,116
2007.5,172,97
2008.5,199,125
2009.5,210,134
2010.5,185,104
2011.5,202,123
2012.5,188,111
2013.5,183,109
2014.5,175,112
2015.5,176,116
2016.5,176,102
2017.5,170,105
2018.5,172,108
2019.5,193,120
2020.5,187,114
2021.5,162,98
2022.5,186,112
2023.5,189,116
2024.5,177,109
2025.5,181,113
2026.5,199,117
2027.5,171,100
2028.5,180,120
2029.5,188,106
2030.5,205,126
2031.5,189,125
2032.5,200,125
2033.5,192,120
2034.5,210,142
2035.5,215,145
2036.5,197,127
2037.5,191,119
2038.5,203,119
2039.5,211,129
2040.5,176,107
2041.5,197,126
2042.5,199,128
2043.5,180,115
2044.5,183,115
2045.5,194,120
2046.5,192,121
2047.5,175,117
2048.5,176,101
2049.5,193,122
2050.5,163,105
2051.5,193,123
2052.5,213,135
2053.5,192,122
2054.5,184,117
2055.5,191,115
2056.5,199,120
2057.5,189,118
2058.5,180,121
2059.5,193,122
2060.5,194,113
2061.5,224,141
2062.5,210,136
2063.5,189,127
2064.5,214,139
2065.5,210,131
2066.5,189,121
2067.5,196,121
2068.5,194,125
2069.5,192,113
2070.5,165,100
2071.5,190,112
2072.5,225,145
2073.5,186,130
2074.5,184,114
2075.5,192,113
2076.5,209,133
2077.5,186,115
2078.5,174,112
2079.5,206,129
2080.5,190,128
2081.5,201,131
2082.5,192,126
2083.5,189,121
2084.5,166,101
2085.5,181,122
2086.5,190,120
2087.5,205,135
2088.5,199,129
2089.5,188,124
2090.5,226,150
2091.5,211,129
2092.5,197,139
2093.5,228,141
2094.5,215,132
2095.5,206,123
2096.5,288,175
2097.5,345,210
2098.5,467,309
2099.5,701,498
2100.5,1041,797
2101.5,1255,987
2102.5,1352,1046
2103.5,1230,925
2104.5,853,645
2105.5,516,357
2106.5,339,230
2107.5,286,183
2108.5,252,152
2109.5,219,144
2110.5,259,168
2111.5,204,135
2112.5,229,157
2113.5,209,128
2114.5,221,142
2115.5,204,128
2116.5,218,147
2117.5,217,133
2118.5,227,131
2119.5,233,150
2120.5,206,128
2121.5,241,154
2122.5,225,135
2123.5,225,150
2124.5,202,124
2125.5,213,148
2126.5,217,130
2127.5,187,113
2128.5,264,170
2129.5,221,146
2130.5,222,134
2131.5,224,145
2132.5,228,147
2133.5,214,143
2134.5,243,149
2135.5,210,134
2136.5,226,143
2137.5,235,141
2138.5,230,163
2139.5,222,136
2140.5,223,143
2141.5,233,140
2142.5,237,152
2143.5,217,139
2144.5,177,124
2145.5,206,120
2146.5,219,144
2147.5,219,140
2148.5,237,160
2149.5,224,138
2150.5,227,144
2151.5,218,146
2152.5,225,148
2153.5,215,132
2154.5,244,152
2155.5,210,140
2156.5,211,130
2157.5,245,153
2158.5,229,151
2159.5,227,156
2160.5,243,146
2161.5,229,146
2162.5,211,146
2163.5,230,142
2164.5,244,143
2165.5,231,159
2166.5,234,136
2167.5,258,166
2168.5,225,146
2169.5,228,145
2170.5,251,158
2171.5,216,137
2172.5,277,184
2173.5,238,150
2174.5,221,129
2175.5,246,162
2176.5,220,140
2177.5,226,146
2178.5,238,134
2179.5,224,135
2180.5,225,140
2181.5,230,137
2182.5,237,152
2183.5,252,158
2184.5,215,129
2185.5,259,161
2186.5,247,155
2187.5,224,142
2188.5,237,166
2189.5,261,160
2190.5,258,154
2191.5,245,146
2192.5,247,139
2193.5,255,171
2194.5,283,182
2195.5,209,130
2196.5,283,181
2197.5,258,162
2198.5,255,171
2199.5,236,159
2200.5,253,161
2201.5,243,150
2202.5,255,147
2203.5,244,158
2204.5,246,175
2205.5,241,145
2206.5,250,160
2207.5,228,142
2208.5,234,153
2209.5,237,162
2210.5,247,147
2211.5,258,172
2212.5,238,145
2213.5,245,162
2214.5,248,152
2215.5,254,167
2216.5,236,167
2217.5,254,163
2218.5,264,174
2219.5,249,150
2220.5,250,154
2221.5,249,164
2222.5,262,162
2223.5,277,167
2224.5,255,161
2225.5,243,167
2226.5,267,170
2227.5,256,159
2228.5,219,148
2229.5,225,145
2230.5,258,158
2231.5,252,158
2232.5,285,177
2233.5,279,190
2234.5,237,158
2235.5,256,152
2236.5,272,176
2237.5,260,173
2238.5,296,182
2239.5,230,130
2240.5,261,167
2241.5,253,160
2242.5,262,168
2243.5,272,177
2244.5,269,166
2245.5,292,190
2246.5,274,167
2247.5,253,161
2248.5,271,172
2249.5,281,181
2250.5,253,168
2251.5,285,179
2252.5,297,197
2253.5,255,145
2254.5,262,157
2255.5,261,161
2256.5,262,170
2257.5,291,181
2258.5,287,165
2259.5,236,155
2260.5,257,158
2261.5,304,187
2262.5,300,190
2263.5,290,184
2264.5,279,176
2265.5,270,163
2266.5,268,165
2267.5,293,171
2268.5,294,200
2269.5,289,185
2270.5,282,178
2271.5,299,185
2272.5,292,185
2273.5,279,180
2274.5,294,173
2275.5,268,163
2276.5,300,185
2277.5,287,177
2278.5,284,185
2279.5,297,180
2280.5,334,226
2281.5,300,195
2282.5,302,201
2283.5,319,214
2284.5,270,168
2285.5,283,176
2286.5,260,152
2287.5,276,159
2288.5,294,187
2289.5,319,212
2290.5,294,173
2291.5,313,197
2292.5,308,171
2293.5,307,181
2294.5,312,193
2295.5,316,188
2296.5,307,212
2297.5,331,215
2298.5,312,197
2299.5,321,202
2300.5,315,195
2301.5,312,201
2302.5,308,185
2303.5,308,193
2304.5,298,190
2305.5,322,195
2306.5,289,178
2307.5,287,183
2308.5,322,207
2309.5,313,198
2310.5,323,200
2311.5,312,218
2312.5,301,191
2313.5,352,230
2314.5,299,183
2315.5,327,203
2316.5,294,181
2317.5,297,180
2318.5,314,199
2319.5,323,203
2320.5,295,181
2321.5,322,204
2322.5,344,210
2323.5,362,207
2324.5,342,178
2325.5,342,217
2326.5,353,224
2327.5,348,215
2328.5,334,213
2329.5,360,225
2330.5,351,210
2331.5,313,196
2332.5,337,216
2333.5,355,218
2334.5,334,206
2335.5,358,215
2336.5,383,255
2337.5,357,208
2338.5,357,215
2339.5,350,220
2340.5,340,205
2341.5,365,245
2342.5,327,202
2343.5,363,218
2344.5,360,236
2345.5,330,226
2346.5,378,231
2347.5,359,207
2348.5,332,211
2349.5,360,228
2350.5,392,243
2351.5,397,248
2352.5,340,218
2353.5,362,220
2354.5,384,245
2355.5,339,196
2356.5,373,210
2357.5,378,228
2358.5,350,219
2359.5,419,256
2360.5,384,238
2361.5,375,227
2362.5,397,254
2363.5,388,228
2364.5,363,230
2365.5,376,229
2366.5,386,249
2367.5,372,228
2368.5,367,218
2369.5,377,232
2370.5,378,216
2371.5,364,223
2372.5,394,256
2373.5,344,211
2374.5,328,204
2375.5,368,227
2376.5,360,220
2377.5,367,236
2378.5,343,220
2379.5,357,237
2380.5,346,232
2381.5,291,195
2382.5,278,192
2383.5,276,182
2384.5,284,195
2385.5,248,172
2386.5,303,209
2387.5,286,208
2388.5,266,192
2389.5,251,184
2390.5,257,183
2391.5,237,178
2392.5,227,160
2393.5,259,191
2394.5,241,169
2395.5,243,173
2396.5,234,164
2397.5,229,174
2398.5,257,177
2399.5,261,170
2400.5,235,163
2401.5,257,185
2402.5,249,179
2403.5,252,178
2404.5,224,170
2405.5,227,169
2406.5,247,173
2407.5,245,174
2408.5,210,161
2409.5,221,159
2410.5,211,152
2411.5,213,148
2412.5,212,143
2413.5,222,167
2414.5,228,157
2415.5,212,152
2416.5,209,149
2417.5,229,170
2418.5,226,148
2419.5,233,162
2420.5,232,167
2421.5,206,150
2422.5,189,139
2423.5,249,189
2424.5,212,151
2425.5,203,148
2426.5,217,157
2427.5,198,144
2428.5,209,145
2429.5,208,150
2430.5,219,145
2431.5,198,151
2432.5,175,120
2433.5,218,150
2434.5,198,134
2435.5,208,137
2436.5,200,140
2437.5,187,133
2438.5,210,151
2439.5,205,138
2440.5,177,132
2441.5,191,131
2442.5,195,148
2443.5,205,150
2444.5,210,146
2445.5,178,120
2446.5,170,126
2447.5,163,116
2448.5,192,134
2449.5,204,158
2450.5,194,138
2451.5,160,108
2452.5,164,119
2453.5,196,133
2454.5,165,116
2455.5,170,127
2456.5,197,147
2457.5,170,127
2458.5,194,147
2459.5,180,132
2460.5,177,130
2461.5,156,114
2462.5,154,111
2463.5,187,142
2464.5,150,103
2465.5,137,99
2466.5,146,109
2467.5,150,111
2468.5,152,106
2469.5,170,134
2470.5,121,88
2471.5,158,112
2472.5,138,98
2473.5,150,112
2474.5,126,92
2475.5,126,85
2476.5,108,75
2477.5,110,77
2478.5,154,117
2479.5,149,107
2480.5,119,92
2481.5,104,76
2482.5,125,91
2483.5,131,98
2484.5,129,92
2485.5,124,95
2486.5,108,86
2487.5,129,100
2488.5,99,87
2489.5,126,92
2490.5,117,86
2491.5,118,90
2492.5,95,65
2493.5,109,73
2494.5,105,80
2495.5,91,64
2496.5,111,86
2497.5,88,70
2498.5,92,63
2499.5,79,63
2500.5,92,64
2501.5,84,58
2502.5,76,56
2503.5,87,66
2504.5,84,64
2505.5,66,46
2506.5,71,51
2507.5,80,57
2508.5,57,42
2509.5,59,47
2510.5,74,56
2511.5,60,40
2512.5,68,48
2513.5,62,44
2514.5,67,52
2515.5,62,43
2516.5,54,37
2517.5,72,57
2518.5,61,43
2519.5,75,57
2520.5,55,41
2521.5,45,33
2522.5,44,33
2523.5,66,41
2524.5,46,36
2525.5,56,44
2526.5,48,38
2527.5,64,49
2528.5,57,43
2529.5,40,32
2530.5,58,42
2531.5,44,30
2532.5,49,43
2533.5,56,37
2534.5,66,52
2535.5,44,31
2536.5,64,49
2537.5,57,44
2538.5,46,37
2539.5,40,32
2540.5,40,31
2541.5,47,35
2542.5,37,29
2543.5,33,24
2544.5,45,33
2545.5,27,25
2546.5,42,33
2547.5,49,39
2548.5,44,32
2549.5,35,24
2550.5,37,30
2551.5,50,40
2552.5,49,40
2553.5,51,38
2554.5,44,31
2555.5,48,33
2556.5,43,33
2557.5,47,38
2558.5,44,32
2559.5,53,44
2560.5,42,35
2561.5,34,26
2562.5,41,29
2563.5,58,43
2564.5,44,36
2565.5,45,40
2566.5,43,37
2567.5,39,30
2568.5,49,39
2569.5,40,31
2570.5,53,42
2571.5,38,30
2572.5,40,30
2573.5,42,32
2574.5,40,35
2575.5,41,29
2576.5,49,39
2577.5,37,27
2578.5,46,36
2579.5,36,27
2580.5,39,32
2581.5,45,30
2582.5,52,44
2583.5,29,26
2584.5,40,35
2585.5,43,31
2586.5,39,32
2587.5,35,22
2588.5,36,29
2589.5,51,41
2590.5,45,38
2591.5,36,27
2592.5,58,41
2593.5,41,27
2594.5,44,33
2595.5,32,26
2596.5,60,42
2597.5,45,36
2598.5,53,41
2599.5,54,42
2600.5,49,39
2601.5,61,49
2602.5,63,45
2603.5,87,71
2604.5,86,57
2605.5,122,77
2606.5,143,83
2607.5,197,105
2608.5,289,163
2609.5,536,357
2610.5,1228,906
2611.5,2893,2308
2612.5,5653,4598
2613.5,8183,6706
2614.5,9262,7497
2615.5,7530,6169
2616.5,4390,3496
2617.5,1942,1504
2618.5,646,489
2619.5,178,132
2620.5,39,31
2621.5,8,5
2622.5,7,5
2623.5,9,8
2624.5,11,9
2625.5,9,7
2626.5,11,6
2627.5,13,11
2628.5,12,11
2629.5,13,8
2630.5,7,5
2631.5,9,7
2632.5,13,9
2633.5,6,6
2634.5,9,8
2635.5,8,4
2636.5,2,2
2637.5,8,6
2638.5,3,3
2639.5,7,7
2640.5,16,10
2641.5,10,6
2642.5,5,3
2643.5,10,9
2644.5,9,8
2645.5,14,11
2646.5,13,10
2647.5,6,4
2648.5,10,8
2649.5,7,6
2650.5,7,6
2651.5,4,2
2652.5,4,4
2653.5,13,11
2654.5,10,8
2655.5,7,7
2656.5,4,3
2657.5,11,8
2658.5,4,3
2659.5,8,8
2660.5,7,6
2661.5,8,5
2662.5,4,3
2663.5,3,3
2664.5,11,9
2665.5,0,0
2666.5,6,3
2667.5,11,5
2668.5,3,2
2669.5,13,11
2670.5,2,1
2671.5,7,2
2672.5,8,6
2673.5,9,8
2674.5,9,7
2675.5,5,4
2676.5,7,5
2677.5,6,6
2678.5,13,8
2679.5,8,5
2680.5,5,4
2681.5,7,4
2682.5,13,11
2683.5,13,8
2684.5,9,7
2685.5,9,8
2686.5,19,16
2687.5,7,7
2688.5,17,12
2689.5,10,6
2690.5,11,6
2691.5,7,6
2692.5,2,2
2693.5,10,9
2694.5,5,4
2695.5,9,9
2696.5,12,10
2697.5,14,10
2698.5,16,13
2699.5,6,4
2700.5,4,2
2701.5,5,4
2702.5,15,11
2703.5,5,3
2704.5,6,4
2705.5,9,9
2706.5,9,6
2707.5,4,3
2708.5,10,8
2709.5,11,9
2710.5,2,1
2711.5,5,4
2712.5,5,4
2713.5,9,5
2714.5,10,7
2715.5,10,7
2716.5,8,8
2717.5,5,5
2718.5,3,2
2719.5,7,6
2720.5,10,5
2721.5,5,3
2722.5,3,1
2723.5,11,8
2724.5,7,6
2725.5,9,6
2726.5,7,6
2727.5,5,4
2728.5,5,3
2729.5,9,5
2730.5,8,5
2731.5,5,4
2732.5,7,5
2733.5,5,4
2734.5,9,8
2735.5,12,7
2736.5,11,9
2737.5,10,8
2738.5,8,6
2739.5,7,4
2740.5,4,3
2741.5,5,4
2742.5,9,8
2743.5,9,8
2744.5,8,6
2745.5,11,7
2746.5,13,9
2747.5,4,4
2748.5,6,3
2749.5,14,12
2750.5,3,3
2751.5,4,3
2752.5,8,6
2753.5,13,11
2754.5,8,5
2755.5,3,3
2756.5,11,10
2757.5,10,5
2758.5,4,4
2759.5,8,7
2760.5,5,2
2761.5,6,6
2762.5,12,7
2763.5,13,9
2764.5,10,7
2765.5,12,8
2766.5,6,5
2767.5,9,7
2768.5,7,6
2769.5,6,5
2770.5,5,4
2771.5,10,10
2772.5,8,5
2773.5,7,6
2774.5,6,4
2775.5,5,3
2776.5,6,6
2777.5,12,10
2778.5,3,2
2779.5,7,6
2780.5,6,5
2781.5,4,2
2782.5,9,5
2783.5,7,6
2784.5,9,6
2785.5,8,5
2786.5,6,5
2787.5,10,8
2788.5,5,3
2789.5,8,4
2790.5,4,3
2791.5,15,13
2792.5,7,5
2793.5,6,3
2794.5,4,2
2795.5,9,6
2796.5,10,9
2797.5,8,5
2798.5,7,4
2799.5,8,7
2800.5,8,7
2801.5,1,1
2802.5,7,6
2803.5,6,5
2804.5,8,5
2805.5,8,7
2806.5,6,5
2807.5,8,6
2808.5,0,0
2809.5,8,7
2810.5,7,5
2811.5,9,5
2812.5,5,3
2813.5,7,6
2814.5,7,4
2815.5,2,2
2816.5,3,2
2817.5,8,8
2818.5,6,3
2819.5,7,6
2820.5,10,8
2821.5,9,6
2822.5,6,4
2823.5,5,5
2824.5,3,1
2825.5,7,7
2826.5,7,5
2827.5,6,4
2828.5,3,3
2829.5,5,4
2830.5,7,6
2831.5,7,7
2832.5,3,2
2833.5,2,2
2834.5,5,5
2835.5,5,5
2836.5,7,6
2837.5,4,3
2838.5,5,4
2839.5,4,2
2840.5,7,3
2841.5,1,1
2842.5,4,4
2843.5,4,4
2844.5,5,4
2845.5,2,2
2846.5,4,2
2847.5,7,7
2848.5,10,7
2849.5,3,2
2850.5,5,4
2851.5,6,6
2852.5,6,4
2853.5,4,4
2854.5,6,6
2855.5,6,5
2856.5,4,4
2857.5,6,5
2858.5,5,3
2859.5,5,3
2860.5,3,3
2861.5,6,4
2862.5,5,5
2863.5,4,4
2864.5,5,3
2865.5,10,9
2866.5,5,4
2867.5,7,6
2868.5,4,4
2869.5,5,5
2870.5,2,2
2871.5,5,4
2872.5,4,4
2873.5,7,7
2874.5,2,1
2875.5,3,3
2876.5,7,7
2877.5,7,4
2878.5,3,3
2879.5,5,4
2880.5,4,3
2881.5,7,6
2882.5,6,4
2883.5,3,3
2884.5,11,8
2885.5,2,2
2886.5,8,6
2887.5,5,1
2888.5,8,6
2889.5,5,4
2890.5,5,5
2891.5,5,5
2892.5,6,6
2893.5,5,4
2894.5,9,7
2895.5,3,3
2896.5,1,1
2897.5,4,4
2898.5,7,5
2899.5,7,5
2900.5,2,1
2901.5,2,1
2902.5,8,7
2903.5,4,4
2904.5,4,3
2905.5,6,5
2906.5,5,4
2907.5,7,6
2908.5,5,4
2909.5,4,3
2910.5,7,4
2911.5,5,4
2912.5,5,4
2913.5,9,9
2914.5,3,3
2915.5,8,3
2916.5,6,5
2917.5,2,2
2918.5,7,2
2919.5,4,4
2920.5,4,3
2921.5,8,7
2922.5,4,3
2923.5,5,4
2924.5,7,6
2925.5,3,3
2926.5,6,5
2927.5,6,5
2928.5,5,4
2929.5,3,2
2930.5,4,2
2931.5,10,8
2932.5,8,7
2933.5,2,2
2934.5,4,3
2935.5,2,2
2936.5,5,4
2937.5,6,5
2938.5,3,2
2939.5,5,5
2940.5,4,2
2941.5,6,4
2942.5,9,9
2943.5,8,5
2944.5,3,1
2945.5,4,4
2946.5,4,3
2947.5,7,6
2948.5,6,6
2949.5,4,3
2950.5,4,3
2951.5,3,2
2952.5,3,2
2953.5,10,7
2954.5,5,3
2955.5,4,2
2956.5,3,3
2957.5,6,6
2958.5,5,5
2959.5,4,3
2960.5,6,5
2961.5,7,4
2962.5,3,3
2963.5,5,4
2964.5,3,2
2965.5,2,2
2966.5,5,5
2967.5,3,2
2968.5,3,3
2969.5,3,3
2970.5,3,2
2971.5,4,2
2972.5,3,2
2973.5,3,1
2974.5,4,2
2975.5,8,4
2976.5,3,3
2977.5,2,2
2978.5,4,4
2979.5,6,6
2980.5,3,3
2981.5,4,4
2982.5,6,5
2983.5,0,0
2984.5,1,1
2985.5,4,2
2986.5,1,0
2987.5,4,3
2988.5,3,3
2989.5,8,7
2990.5,2,1
2991.5,7,6
2992.5,4,4
2993.5,5,4
2994.5,2,1
2995.5,3,2
2996.5,5,5
2997.5,2,1
2998.5,8,7
2999.5,2,2
3000.5,6,4
3001.5,1,1
3002.5,4,4
3003.5,7,5
3004.5,1,1
3005.5,1,1
3006.5,10,8
3007.5,4,4
3008.5,3,2
3009.5,4,3
3010.5,2,1
3011.5,0,0
3012.5,0,0
3013.5,0,0
3014.5,0,0
3015.5,0,0
3016.5,0,0
3017.5,0,0
3018.5,0,0
3019.5,0,0
3020.5,0,0
3021.5,0,0
3022.5,0,0
3023.5,0,0
3024.5,0,0
3025.5,0,0
3026.5,0,0
3027.5,0,0
3028.5,0,0
3029.5,0,0
3030.5,0,0
3031.5,0,0
3032.5,0,0
3033.5,0,0
3034.5,0,0
3035.5,0,0
3036.5,0,0
3037.5,0,0
3038.5,0,0
3039.5,0,0
3040.5,0,0
3041.5,0,0
3042.5,0,0
3043.5,0,0
3044.5,0,0
3045.5,0,0
3046.5,0,0
3047.5,0,0
3048.5,0,0
3049.5,0,0
3050.5,0,0
3051.5,0,0
3052.5,0,0
3053.5,0,0
3054.5,0,0
3055.5,0,0
3056.5,0,0
3057.5,0,0
3058.5,0,0
3059.5,0,0
3060.5,0,0
3061.5,0,0
3062.5,0,0
